title,author,date,link,content,comments,image_url,index
"NC문화재단-카이스트, 'FAIR AI 2024' 컨퍼런스 공동 개최",이도원 기자(leespot@zdnet.co.kr),2024.06.10. 오전 11:12,https://n.news.naver.com/mnews/article/092/0002334201?sid=105,"6월 27~28일 서울 종로구 NC문화재단 사옥에 마련
NC문화재단(이사장 윤송이)은 한국과학기술원(KAIST)과 함께 ‘FAIR AI 2024’ 컨퍼런스를 오는 27일부터 28일까지 서울 종로구 NC문화재단 사옥에서 개최한다고 밝혔다.

‘FAIR AI 2024’ 컨퍼런스는 AI 기술의 올바른 개발과 사용을 위해 반드시 필요한 ‘인공지능 윤리(AI Ethics)’를 집중 조명한다. 행사 슬로건은 ‘AI 윤리와 창의성이 이끄는 가장 인간적인 미래’다.

2020년부터 미국 하버드대, 매사추세츠공대(MIT), 스탠퍼드대의 AI 윤리 커리큘럼 연구를 후원해 온 재단은 최근 AI 윤리 정보 포털사이트 ‘FAIR AI’를 오픈하기도 했다.

재단은 이번 컨퍼런스를 통해 AI 기술 발전으로 인한 다양한 분야의 윤리적 과제를 공유하고 국내 AI 윤리 분야의 발전 방향에 대해 심도 있게 논의할 계획이다.

NC문화재단, 카이스트와 ‘FAIR AI 2024’ 컨퍼런스 공동 개최.

컨퍼런스 첫날은 윤송이 이사장의 환영사와 이광형 카이스트 총장의 축사로 시작해 총 2개의 세션이 진행된다.

기조 세션에서는 ‘인간과 AI가 균형 있게 공존하는 가장 인간적인 미래’를 주제로 윤송이 이사장, 아구스틴 라요 MIT 인문예술사회과학대학장, 하정우 네이버클라우드 AI 이노베이션 센터장, 오카 미즈키 쓰쿠바대 교수의 강연과 토론이 이어진다.

발제 세션에서는 주요 분야 전문가들이 AI 윤리 관련 이슈와 과제에 대해 발표한다. 국가안보전략연구원 윤정현 부연구위원(국방), 특허법원 이숙연 판사(법률), 케이시 베넷 드폴대 교수(의료), 정보통신정책연구원 문정욱 실장(정책) 등이 연단에 선다.

컨퍼런스 둘째 날은 다학제적 AI 개발자 윤리 교육인 '임베디드 에틱스(Embedded EthiCS)'의 현재와 발전 방향에 대한 논의가 진행될 예정이다.

기조 강연은 제임스 랜데이 스탠퍼드대 인간중심인공지능연구소(HAI) 공동소장, 메흐란 사하미 스탠퍼드대 교수가 맡았다. 오후 세션에는 국내외 임베디드 에틱스 교육의 방향성에 대해 케이슬린 크릴 노스이스턴대 교수, 천현득 서울대 교수가 발표하고 전문가들과 토론이 마련된다.

재단 관계자는 “이번 컨퍼런스는 인간과 AI가 공존할 미래 방향성을 제시하고 컴퓨터 공학과 인문학, 사회과학이 결합된 다학제적 AI 윤리 교육인 ‘임베디드 에틱스’를 국내에 알리는 계기가 될 것”이라며 “국내 AI 윤리 관련 연구와 교육 분야 발전에 도움이 되기를 바란다”고 전했다.

NC문화재단은 2012년 엔씨소프트 창립 15주년을 맞아 체계적이고 지속적인 사회적 책임활동을 위해 설립한 비영리 재단으로, ‘사회적 약자에 대한 배려’와 ‘우리 사회의 질적 도약을 위한 가치 창출’이라는 방향성을 가지고 다양한 사회공헌 사업을 전개하고 있다.",[],https://imgnews.pstatic.net/image/092/2024/06/10/0002334201_001_20240610111215631.jpg?type=w647,1
울산중구문화의전당 '종이 위에 남긴 백남준의 손길',구미현 기자(gorgeouskoo@newsis.com),2024.06.10. 오후 5:03,https://n.news.naver.com/mnews/article/003/0012597045?sid=102,"[울산=뉴시스] 백남준 '아듀캔버스' *재판매 및 DB 금지


[울산=뉴시스]구미현 기자 = 울산 중구문화의전당이 개관 10주년을 기념해 미디어 아트의 거장 백남준의 판화 작품 전시회 '종이 위에 남긴 백남준의 손길'을 오는 12일부터 30일까지 1층 별빛마루에서 연다고 10일 밝혔다.

백남준 작가는 시대를 앞서가는 독창적인 실험과 파격적인 시도로 미디어 아트라는 새로운 분야를 개척한 선구자로 불린다.

그는 최첨단 기술과 과학 문명의 기기를 이용해 작품을 창작하며 예술·미술의 지평을 넓혀왔다.

백남준 작가는 자신의 미디어 아트, 퍼포먼스, 설치 작업 등 본인이 진행했던 의미 있는 작품들을 비롯해 서울올림픽, 프랑스 혁명 등 역사적으로 중요한 순간을 판화로 남기기도 했다.

이를 통해 설치 미술, 미디어 아트가 아닌 다른 방식으로 더 많은 관객을 만날 수 있는 통로를 만들었다.

이번 전시에서는 ‘미디어 아티스트’, ‘전위적 행위예술가’ 등 백남준 작가가 기존에 가지고 있는 이미지와는 사뭇 다른 경향의 작품 50여 점을 만나볼 수 있다.

미디어 아티스트로서 백남준 작가의 이름을 처음으로 알린 파르나스 갤러리의 ‘아듀 캔버스’ 시리즈, 프랑스 혁명 200주년을 기념하기 위해 프랑스 정부에서 의뢰를 받아 제작한 ‘진화, 혁명, 결의’ 시리즈, 1988년 서울올림픽 기념 판화, 작가의 생애 마지막 판화 연작이자 작가의 모교인 경기고등학교 100주년을 기념하는 ‘화동의 꽃은 무궁화처럼 질기다’시리즈가 전시될 예정이다.

[울산=뉴시스] 백남준 '화동의 꽃은 무궁화처럼 질기다' *재판매 및 DB 금지


이 외에도 백남준 작가의 단독 판화와 친필 사인이 담긴 드로잉 작품 등도 함께 전시된다.

이번 전시는 무료로 관람할 수 있다.

전시 운영 시간은 오전 10시부터 오후 6시까지(마지막 입장 오후 5시 30분)이며, 전시 마지막 날인 30일은 오후 3시까지 관람이 가능하다.

자세한 사항은 중구문화의전당 누리집(https://artscenter.junggu.ulsan.kr)을 참고하거나 중구문화의전당(052-290-4000)으로 문의하면 된다.",[],https://imgnews.pstatic.net/image/003/2024/06/10/NISI20240610_0001572218_web_20240610165452_20240610170417740.jpg?type=w647,2
교통·문화·사업… ‘해오름동맹’ 더 끈끈해진다,울산=이보람 기자 boram@segye.com,2024.06.10. 오후 8:22,https://n.news.naver.com/mnews/article/022/0003940544?sid=102,"울산·경주·포항 연대 본격화

7월 광역사무국 추진단 설치
도시발전 10대 핵심사업 협력
2025년 초광역 전철망 설계 돌입
신사업·관광권 조성 등도 속도
“동반성장으로 지역경쟁력 강화”

울산과 경북 경주·포항시의 ‘해오름동맹’이 지자체 연대 사업을 본격 시작한다.

울산시는 10일 “7월부터 해오름동맹 광역사무국 추진단을 울산시청에 설치하고, 이를 중심으로 해오름 광역행정사무국 출범 준비와 도시발전 10대 핵심사업을 추진한다”고 밝혔다. 추진단은 3개 도시에서 1명씩을 파견해 꾸려진다.
 
해오름동맹에서 ‘해오름’은 한반도에서 해가 가장 먼저 뜨는 지역이라는 뜻이다. 2016년 울산~경주~포항 고속도로(53.7㎞)가 완전히 개통한 것을 계기로 만들었다. 이들 3개 지역이 역사·공간·산업 분야에서 밀접하게 연결된 만큼, 지방소멸위기를 함께 극복하고 경쟁력을 높이자는 게 공동 목표이다.

이날 울산 동구 HD현대건설기계 글로벌오퍼레이션센터에서 열린 해오름동맹 2024년 상반기 정기 상생협의회에선 10대 핵심 프로젝트가 발표됐다. 36개인 해오름동맹 도시발전 시행계획 공동협력사업 중 협력을 구체화할 사업을 고른 것이다.

울·경·포(울산·경주·포항) 도시발전 10대 계획안은 친환경 첨단사업벨트 구축, 초광역 교통망 형성, 세계적인 문화관광권 조성 등 3개 사업분야로 나뉘어 있다. 먼저 울·경·포 지자체는 세 도시를 잇는 초광역전철망 구축사업을 추진할 계획이다. 초광역전철망은 전체 길이 122.6㎞로, 북울산역과 경주역, 포항역을 잇는다. 기존 철로 등을 활용해 2단계로 나눠 사업을 진행한다. 내년부터 설계에 들어가 2030년 공사를 마무리할 계획이다. 사업비는 약 2765억원이 투입된다. 울·경·포 3개 지역을 모두 지나는 국도 7호선을 새로 확장하는 안도 10대 핵심사업에 포함됐다.

3개 지자체는 관광사업도 함께 벌인다. ‘해오름’이란 이름을 활용한 공동 관광브랜드 마케팅을 진행, 3개 지자체의 산, 강, 바다를 연결한 관광권을 구축하는 것이 핵심 계획이다. 다른 지역에 비해 산이 많은 것을 활용해 등산 관광 시스템을 구축하고, 바다에서 물놀이, 스노클링, 캠핑 등을 즐길 수 있도록 해양관광라인을 만드는 식이다.

이 밖에 수소선박 등 글로벌 수소메가시티 조성, 원전해체산업 인재 양성, 도심항공모빌리티(UAM) 산업의 지역 특화 산업화 추진, 이차전지 글로벌 메카 조성 등을 해오름동맹 이름 아래 함께 추진할 예정이다. 울산시 관계자는 “해오름동맹을 통한 울산, 포항, 경주 3개 도시의 상생협력과 동반성장으로 지역 경쟁력을 강화하겠다”고 말했다.
 
실제 울·경·포 주민 간 이동은 활성화돼 있다. 울산연구원 조사 결과를 살펴보면, 2021년 기준 울산과 생활인구 이동이 가장 많은 지역은 부산(기장+해운대 9252명)이 아니라, 경주(1만4678명)였다. 생활인구는 출퇴근, 관광, 의료, 등하교 등 목적으로 해당 지역을 찾거나 머무는 주민을 뜻한다. 포항(2595명)은 울산과 직접 도시 경계를 마주하지 않고 있는데도 생활인구 이동이 많은 편이었다.",[],https://imgnews.pstatic.net/image/022/2024/06/10/20240610516212_20240610202208382.jpg?type=w647,3
[문화소식] 서울·대구에서 日 애니 '주술회전' 팝업스토어,황희경(zitrone@yna.co.kr),2024.06.10. 오전 9:49,https://n.news.naver.com/mnews/article/001/0014736612?sid=103,"웹소설 크리에이트 아카데미 3기 모집·故 이우영 작가 추모토론회


[대원미디어 제공. 재판매 및 DB 금지]


(서울=연합뉴스) 황희경 기자 = ▲ '주술회전' 서울·대구 팝업스토어 = 대원미디어는 일본 애니메이션 '주술회전'의 팝업 스토어를 서울과 대구에서 운영한다고 10일 밝혔다.

팝업스토어는 주술회전 2기 내용인 회옥·옥절/시부야 사변을 주제로 이달 27∼7월3일 더현대 서울과 8월 5∼11일 더현대 대구에서 운영된다.

80여종의 상품과 굿즈, 한정 포토카드, 리무버블 스티커 세트 등을 선보인다.

한편 '주술회전'은 '2023년 세계에서 가장 인기 있는 TV 애니메이션 프로그램'으로 선정돼 내년 기네스 세계기록에 등재될 예정이라고 대원미디어는 전했다.

[블라이스 제공. 재판매 및 DB 금지]


▲ 웹소설 창작 활성화 위한 아카데미 = 웹소설·웹툰 플랫폼 블라이스는 대전콘텐츠코리아랩과 함께 웹소설 창작 활성화를 위한 '2024 웹소설 크리에이트 아카데미' 3기 참여자를 모집한다고 밝혔다.

이날부터 21일까지 대전콘텐츠코리아랩 홈페이지에서 참여자를 모집하며 시놉시스 및 원고 평가를 통해 최대 15명을 선발한다.

선발자에게는 7월 1주부터 3개월간 연재에서 출간까지 판타지 웹소설과 관련한 교육 과정을 무료로 제공한다.

블라이스는 우수 작품을 대상으로 작품 계약을 우선 검토할 예정이다. 자세한 내용은 대전콘텐츠코리아랩 홈페이지에서 확인할 수 있다.

[이우영작가사건대책위 제공. 재판매 및 DB 금지]


▲ 고(故) 이우영 작가 추모토론회 = 이우영작가사건대책위는 10일 오후 경기 부천시 모지리 마을갤러리 못그린 미술관에서 지난해 세상을 떠난 '검정고무신'의 고(故) 이우영 작가 추모토론회를 연다고 밝혔다.

토론회에는 이우영 작가 유가족과 이우영작가사건대책위 김동훈 위원장, 웹툰작가 홍비치라, 문화평론가 박광철 등이 참여해 이우영 작가 사망 이후 1년 동안 진행된 웹툰 작가의 창작 환경 개선 활동을 점검하고 향후 만화계가 해야 할 과제에 대한 고민을 나눈다.

zitrone@yna.co.kr",[],https://imgnews.pstatic.net/image/001/2024/06/10/AKR20240610041300005_01_i_P4_20240610095022918.jpg?type=w647,4
"박완수 경남지사, 국가유공자 위문…""보훈문화 정착 노력""",강미영 기자 (mykk@news1.kr),2024.06.10. 오후 3:11,https://n.news.naver.com/mnews/article/421/0007591631?sid=102,"창원 보훈위탁병원 푸른요양병원 방문
10일 보훈위탁병원인 푸른요양병원을 방문한 박완수 경남지사가 입원 중인 국가유공자의 쾌유를 기원하고 있다.(경남도 제공)


(경남=뉴스1) 강미영 기자 = 경남도는 박완수 지사가 6월 호국보훈의 달을 맞아 창원시 소재 보훈위탁병원인 푸른요양병원에 입원 중인 국가유공자를 찾아 위문했다고 10일 밝혔다.

박 지사는 이날 입원한 국가유공자들의 건강을 살피고 국가를 위해 목숨을 아끼지 않은 이들의 숭고한 희생과 헌신에 감사하며 빠른 쾌유를 기원했다. 이어 박 지사는 도 단위 11개 법정 보훈단체장과 간담회를 찾고 도내 국가유공자 권익증진에 대한 애로사항을 청취했다.

보훈 위탁병원은 보훈병원이 없거나 먼 지역에 거주하는 국가유공자의 진료 편의를 위해 국가보훈부가 지정·지원하는 민간병원이다. 경남에는 푸른요양병원을 비롯 65개 병원이 지정돼 있다.

푸른요양병원은 490개 병상을 갖추고 있으며 도내 국가유공자 80명이 입원 치료 중이다.

상이를 입은 국가유공자와 고엽제후유(의)증환자 등은 전액 국비가 지원되고, 6.25 및 월남전 참전유공자 본인은 진료비의 90%를 감면받는다.

박 지사는 ""경남도는 나라를 위해 헌신한 분들이 합당한 예우를 받고 모두에게 존경받는 보훈문화 정착을 위해 노력해 나가겠다""고 말했다.",[],https://imgnews.pstatic.net/image/421/2024/06/10/0007591631_001_20240610151112995.jpg?type=w647,5
"게임문화재단, GXG 2024 9월 판교 개최",김한준 기자(khj1981@zdnet.co.kr),2024.06.10. 오전 11:29,https://n.news.naver.com/mnews/article/092/0002334207?sid=105,"게임 모티브로 하는 창작곡 경쟁 프로그램 신설
게임문화재단(이사장 김경일) 성남시(신상진 시장)가 주최하고 성남산업진흥원(이의준 원장)과 함께 주관하는 'GXG 2024'(Game culture X Generation 2024)가 작년에 이어 오는 9월 6일부터 7일 토요일까지 양일간 판교역 광장 일대에서 개최된다고 10일 밝혔다.

‘게임, 문화로 즐기다!’라는 슬로건으로 지난해 첫 선을 보인 GXG는 완성된 게임을 체험하는 것을 넘어, 문화예술 분야로 인정받은 게임의 다양한 요소에 초점을 맞춘 복합 문화축제다.

특히 이번 GXG 2024는 음악을 메인 테마로 하여, 게임을 모티브로 한 창작곡을 겨루는 신규 프로그램 'The 1st GXG SOUND TRACK'을 선보인다. 올해 처음으로 개최되는 ‘The 1st GXG SOUND TRACK’(GXG 2024 게임음악 경연대회)은 게임과 음악에 관심이 있는 누구나 참여 가능하며, 총 상금은 2천100만 원 규모로 진행된다.


참가자들은 본 경연대회에서 지정한 게임 중 1개의 게임을 선택하고, 해당 게임에 대한 영감을 담은 창작곡을 제출하면 된다. 이미 발표된 음악일지라도 제시된 게임과의 연관성이 있고, 모든 저작권리를 참가자가 보유하고 있다면 공모 참여가 가능하다.

다만, 창작곡 제출 시 게임과 창작곡 간 연관성에 대해 구체적인 스토리텔링 작성을 요하며, 지원 횟수의 제한은 없지만 한 곡 당 한 개의 게임으로만 신청할 수 있다.

이번 GXG 2024 게임음악 경연대회에 참가하는 게임사는 총 10개사로, 네오위즈, 넥슨코리아, 라이엇게임즈, 스마일게이트, 엔씨소프트, 엔에이치엔, 카카오게임즈, 콩스튜디오, 크래프톤, 펄어비스(가나다 순)이며 각 게임사 별 대표 게임 12개가 경연 주제로 지정된다.

경연 주제 게임은 ▲네오위즈(P의 거짓) ▲넥슨코리아(던전앤파이터 모바일, 메이플스토리) ▲라이엇게임즈(리그오브레전드) ▲스마일게이트(로스트아크, 에픽세븐) ▲엔씨소프트(리니지) ▲엔에이치엔(모바일 한게임 신맞고, 모바일 한게임 포커) ▲카카오게임즈, 콩스튜디오(가디언 테일즈) ▲크래프톤(PUBG: 배틀그라운드) ▲펄어비스(검은사막) 등이다.

경연 주제로 지정된 게임은 공모 기간 중 추가될 수 있으며, 경연대회에 대한 상세 공고와 FAQ, 업데이트 사항은 GXG 홈페이지에서 확인할 수 있다.

GXG 2024 게임음악 경연대회 참가자들의 출품작은 주최 측의 예선 심사를 거쳐, 총 6개의 팀이 본선 무대에 진출한다. 제출한 음원 뿐 아니라 무대 연출을 종합적으로 평가하는 본선 심사에는 전문 심사위원 초청과 더불어 현장 관객 투표가 함께 진행될 예정이며, 이를 집계해 최종 순위 및 대상이 발표된다.

본선 무대는 9월 6일 판교역 야외 광장에 조성되는 'GXG 2024 특설 무대'에서 진행될 예정이다. 또한 이튿날인 9월 7일에는 본선 진출팀 및 특별 초청팀들의 무대로 꾸며지는 ‘게임음악 갈라 콘서트’를 통해 다양한 장르의 게임 음악을 즐길 수 있다.

GXG 운영사무국은 GXG 공식 홈페이지를 통해 행사 및 경연대회 정보 확인이 가능하다고 밝혔으며, GXG 2024 게임음악 경연대회 'The 1st GXG SOUND TRACK' 참가 신청은 6월 7일부터 오는 7월 21일까지 진행된다. 경연대회 및 축제 문의는 GXG 2024 운영사무국을 통해서 가능하다.",[],https://imgnews.pstatic.net/image/092/2024/06/10/0002334207_001_20240610112910335.png?type=w647,6
허연수 GS리테일 부회장이 다문화가정 아이들 챙긴 이유?,안병준 기자(anbuju@mk.co.kr),2024.06.10. 오전 9:26,https://n.news.naver.com/mnews/article/009/0005316135?sid=101,"다문화 아동 초청해 식품연구소 등 견학
올 한해 지역 사회공헌 활동의 중점 테마로
‘다문화 지원사업(GS투게더)’으로 선정
올 하반기 FC서울스카이박스에 초청 계획


7일 GS리테일은 국제구호개발 비정부기구(NGO) ‘희망친구 기아대책’과 손잡고 청주시 글로벌 교육센터 소속 다문화 아동 16명을 서울 강남구 GS타워에 초청해 일일 견학프로그램을 진행했다. 사진은 허연수 GS리테일 대표이사 부회장(맨 뒷 줄 왼쪽 넷째)과 홍성준 GS리테일 간편MD부문장 상무(맨 뒷 줄 왼쪽 다섯째)가 아이들과 기념사진을 찍고 있는 모습.
GS리테일이 올 한해 지역 사회공헌 활동의 중점 테마를 ‘다문화 지원사업(GS투게더)’으로 선정한 가운데 허연수 GS리테일 부회장이 직접 미래세대 주역으로 자라날 다문화가정 아이들에 대한 지원에 나섰다.

GS리테일은 지난 7일 국제구호개발 비정부기구(NGO) ‘희망친구 기아대책’과 손잡고 청주시 글로벌 교육센터 소속 다문화 아동 16명을 서울 강남구 GS타워에 초청해 일일 견학프로그램을 진행했다

이번 행사는 GS리테일 다문화사회공헌사업 ‘Global Sharing Together(GS투게더)’의 일환으로 앞선 4월 ‘놀이 체험’과 5월 ‘목소리 기부 봉사활동’에 이은 3번째 사회공헌활동이다. 환경적·언어적 문제로 문화 체험이나 진로 탐색에 어려움을 겪는 아동들에게 일일 견학 프로그램을 제공하고 나아가 관련 분야의 진로 탐색에도 도움을 주기 위해 기획됐다.

주요 체험활동은 ▲GS타워 견학 ▲GS타워 식품연구소 체험 ▲임직원과 함께 하는 점심 식사 ▲AI 기반 미래형 편의점 GS25 DXLAB점 견학 ▲아쿠아리움 견학 등이다. 식품 개발 연구원, 마케터, 상품개발 전문가, 영업관리자 등 10여 명의 GS리테일 임직원들이 견학 프로그램에 자발적으로 참여해 아이들 눈높이에 맞춘 일일 멘토링을 진행했다.

이날 오전 서울시 강남구 GS타워에 모인 참가자들은 GS리테일 기업 소개와 함께 간단한 투어를 진행한 뒤 GS리테일 식품연구소로 향했다. 먼저 식품연구소의 역할 및 안전품질 관리에 대한 간단한 교육을 받은 후 고피자, 치킨25, 삼각김밥 등 GS25를 대표하는 간편식 조리과정을 직접 체험하고 시식했다. 특히 이날 현장에는 허연수 GS리테일 대표이사(부회장)와 홍성준 GS리테일 간편MD부문장(상무)이 참석해 점심식사를 함께하며 아이들에게 희망과 응원의 메시지를 전했다.

이후 GS25 DXLAB점을 방문해 △안면 인식 결제 솔루션 △AI 점포 이상 감지 시스템 △영상 인식 디지털사이니지 △디지털미디어월 △라테아트 기기 등을 체험하는 한편, GS리테일이 준비한 다양한 기념품을 받았다. 마지막으로 서울시 송파구 소재의 아쿠아리움으로 이동해 관람을 진행했다.

GS리테일 관계자는 “행복하고 밝은 표정의 아이들 모습을 보니 이번 활동에 참여하길 잘했다는 생각이 들었고, 나눔의 가치를 실감했다”고 말했다.

올 하반기에는 FC서울스카이박스에 다문화 아동을 초청해 의미 있는 시간을 보낼 계획이다.

김시연 GS리테일 사회공헌파트장은 “미래세대 주인공인 어린이들에게 꿈과 희망을 선사하기 위해 이번 행사를 기획했으며 참가한 어린이들도 오늘 하루가 뜻깊은 시간이었길 바란다”며 “앞으로도 GS리테일은 지역사회 나눔플랫폼으로서 다문화가정을 비롯해 지역사회 등과 상생할 수 있는 프로그램을 다수 발굴하고 더 좋은 사회를 만들어 나가는데 힘을 보탤 것”이라고 말했다.",[],https://imgnews.pstatic.net/image/009/2024/06/10/0005316135_001_20240610092611000.jpg?type=w647,7
"서천군, '제34회 한산모시문화제' 성료…14만 명 방문",노경완(noky1004@tf.co.kr),2024.06.10. 오후 1:48,https://n.news.naver.com/mnews/article/629/0000294682?sid=102,"제34회 한산모시문화제에서 김기웅 서천군수(왼쪽에서 3번째)가 개막 선언을 하고있다. / 서천군


충남 서천군은 국내 유일의 전통섬유 축제인 '제34회 한산모시문화제'가 14만여 명이 다녀가며 성황리에 마무리됐다고 10일 밝혔다.

‘새로운 틀을 짜다’라는 주제로 7일부터 3일간 한산모시관 일원에서 개최된 한산모시문화제는 1500년의 역사를 자랑하는 한산 세모시의 우수성을 현대적인 감각과 전통문화의 재해석을 통해 한산모시의 매력을 알렸다.

대표 프로그램인 저산팔읍길쌈놀이 재현은 지역 중학생과 예술인, 저산팔읍길쌈놀이보존회원 그리고 일반 관광객 등 180여 명이 참여해 전통문화 계승은 물론 남녀노소 누구나 즐길 수 있는 행사로 자리매김했다.

한산모시문화제에서 시연되는 저산팔읍길쌈놀이 모습. / 서천군


모시 제작과정을 직접 체험하는 한산모시학교는 참가자의 흥미를 유발할 수 있도록 다채롭게 구성됐으며 한산주막 체험 역시 지역민이 직접 옛 주막처럼 소곡주를 판매해 주민 주도형 축제임을 입증했다.

미니베틀짜기 체험과 함께 한산모시 작은박람회, 전통섬유 세미나 등 모시 관련 프로그램을 확대해 방문객들의 호응을 얻었다.

또 친환경 전통 섬유인 한산모시의 위상에 걸맞게 친환경 축제를 지향해 행사장 곳곳에 일회용기 수거함을 설치하고 다회용기를 사용하는 등 환경 보호를 위한 노력이 돋보였다.

김기웅 군수는 ""이번 축제를 통해 한산모시의 전통과 가치를 널리 알릴 수 있어 매우 뜻깊었다""며 ""앞으로도 전통문화의 계승과 발전을 위해 다양한 프로그램을 마련할 것""이라고 밝혔다.

발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.
▶카카오톡: '더팩트제보' 검색
▶이메일: jebo@tf.co.kr
▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write",[],https://imgnews.pstatic.net/image/629/2024/06/10/20243921717993575_20240610134816051.jpg?type=w647,8
"동해시, MZ세대 중심 적극행정 문화 확산한다",김기원 기자,2024.06.10. 오전 9:43,https://n.news.naver.com/mnews/article/468/0001067275?sid=102,"적극행정 마일리지 제도를 운용
마일리지 적립에 따른 동해페이 등 보상

사진|동해시청

[스포츠서울ㅣ김기원기자] 동해시(시장 심규언)가 적극행정 마일리지 제도를 도입, 운용하는 등 적극행정 문화 확산 및 전 직원 실천 의지를 함양하기 위해 발 벗고 나섰다.

앞서 시는 지난해 적극행정 조직문화 조성, 우수공무원 우대, 적극행정 공무원 보호·지원, 소극행정 예방 및 혁파, 적극행정 역량 및 주민 소통 강화를 추진 방향으로 정하고, 상‧하반기 적극행정 우수공무원 선정, 적극행정 면책보호관 제도를 도입했다.

또한, MZ세대 중심의 조직문화 개선 추진을 위한 혁신 주니어보드 운영과 함께 충주시 홍보맨 김선태 주무관을 강사로 초빙, 혁신·적극행정 워크숍 등을 추진하여 참여한 젊은 직원들로부터 큰 관심을 끌며 적극행정 문화 확산 및 실천에 행정력을 집중하고 있다.

이와 연계하여 올해 적극행정 추진 성과에 대한 다양한 보상 기회를 마련하기 위해 마일리지 제도를 도입, 이달부터 본격 운영한다.

이번 제도는 최근 입사한 MZ세대들이 성과에 대한 공정한 평가와 즉각적인 보상을 선호하는 성향과 일과 삶의 균형을 중요시하는 점을 십분 고려하여 추진하게 됐다.

시는 전 부서 및 6급 이하 직원을 대상으로 적극행정 활동 참여 실적에 대한 보상 수단으로써 마일리지를 부여, 이를 기준으로 보상하며, 마일리지는 시정발전을 위한 시책 제안 및 채택, 협업을 통한 문제해결 및 적극행정 성과 창출, 적극행정·혁신 우수사례 경진대회 입상, 정부혁신 사업 공모 등 참여시 적립된다.

특히, 제도 시행에 따른 시민 체감도를 높이기 위해, 적극행정 업무추진으로 시민에게 칭찬받은 사례가 있을 경우 가점을 부여한다.

시는 마일리지 적립에 대한 보상으로 개인별 매월 1회 누적마일리지 3점, 5점은 각각 동해페이 3만원과 5만원을 지급하고, 7점은 동해페이 7만원 또는 포상휴가 1일을, 10점은 동해페이 10만원 또는 포상휴가 2일 중 택일하면 된다. 연말에는 부서별 마일리지 고득점순으로 순위를 선정하여 포상한다.

신영선 기획예산담당관은 “적극행정 마일리지 제도 운영을 통해 적극행정 확산은 물론 소극행정에서 벗어나 시민 모두가 체감하고 공감할 수 있는 적극행정 문화가 정착될 수 있도록 최선을 다하겠다”고 말했다.

acdcok4021@sportsseoul.com",[],https://imgnews.pstatic.net/image/468/2024/06/10/0001067275_001_20240610094314153.jpg?type=w647,9
"[게시판] 넷마블문화재단, 제21회 넷마블게임콘서트 참가자 모집",김주환(jujuk@yna.co.kr),2024.06.10. 오후 3:59,https://n.news.naver.com/mnews/article/001/0014737811?sid=105,"[넷마블문화재단 제공. 재판매 및 DB 금지]


▲ 넷마블문화재단은 이달 29일 오후 3시부터 5시까지 넷마블 사옥에서 개최 예정인 제21회 넷마블게임콘서트 참가자를 모집한다. 행사에는 민정상 이모티브 대표, 유튜버 김용순 씨가 각각 '게임과 건강의 연결고리, 디지털 치료제', '게임과 시청자의 연결고리, 게임 방송인'을 주제로 강연에 나선다. 관심 있는 사람이라면 누구나 오는 23일까지 넷마블문화재단 홈페이지를 통해 참가 신청을 할 수 있다. (서울=연합뉴스)",[],https://imgnews.pstatic.net/image/001/2024/06/10/AKR20240610113000017_01_i_P4_20240610155919110.jpg?type=w647,10
